term	POS	sentiment
"moveable"	"adj"	0.0
"movement"	"n"	0.0
"mover"	"n"	0.0
"movie"	"n"	0.0
"moving"	"adj"	0.0
"mow"	"v"	0.0
"mower"	"n"	0.0
"mown"	"adj"	0.0
"mozzarella"	"n"	0.0
"mpg"	"n"	0.0
"mph"	"n"	0.0
"much"	"adj"	0.0
"much"	"adv"	0.0
"mucilage"	"n"	0.0
"muck"	"v"	0.0
"muckrake"	"v"	-1.0
"muckraker"	"n"	-1.0
"mucky"	"adj"	-1.0
"mucous"	"adj"	0.0
"mucus"	"n"	0.0
"mud"	"v"	0.0
"muddiness"	"n"	0.0
"muddle"	"v"	-1.0
"muddy"	"adj"	-1.0
"muddy"	"v"	-1.0
"mudslide"	"n"	-2.0
"mudslinger"	"n"	-2.0
"mudslinging"	"n"	-2.0
"muezzin"	"n"	0.0
"muff"	"v"	0.0
"muffin"	"n"	0.0
"muffle"	"v"	0.0
"muffler"	"n"	0.0
"mufti"	"n"	0.0
"mug"	"v"	-2.0
"mugger"	"n"	-2.0
"mugginess"	"n"	-1.0
"muggy"	"adj"	-1.0
"muhammadan"	"adj"	0.0
"mukluk"	"n"	0.0
"mulatto"	"n"	0.0
"mulberry"	"n"	0.0
"mulch"	"v"	0.0
"mule"	"n"	0.0
"muleteer"	"n"	0.0
"mulish"	"adj"	-1.0
"mulishly"	"adv"	-1.0
"mulishness"	"n"	-1.0
"mull"	"v"	0.0
"mullah"	"n"	0.0
"mullet"	"n"	0.0
"multicolored"	"adj"	0.0
"multicultural"	"adj"	1.0
"multiculturalism"	"n"	0.0
"multifaceted"	"adj"	0.0
"multifarious"	"adj"	0.0
"multilateral"	"adj"	0.0
"multilingual"	"adj"	0.0
"multimedia"	"n"	0.0
"multimillionaire"	"n"	0.0
"multinational"	"adj"	0.0
"multiple"	"adj"	0.0
"multiple-choice"	"adj"	0.0
"multiplex"	"adj"	0.0
"multiplicand"	"n"	0.0
"multiplication"	"n"	0.0
"multiplicity"	"n"	0.0
"multiplier"	"n"	0.0
"multiply"	"adv"	0.0
"multiply"	"v"	0.0
"multipurpose"	"adj"	1.0
"multiracial"	"adj"	0.0
"multitude"	"n"	0.0
"multitudinous"	"adj"	0.0
"mum"	"adj"	0.0
"mumble"	"v"	0.0
"mumbler"	"n"	-1.0
"mummer"	"n"	0.0
"mummification"	"n"	0.0
"mummify"	"v"	0.0
"mummy"	"n"	0.0
"mumps"	"n"	-2.0
"munch"	"v"	0.0
"munchies"	"n"	0.0
"mundane"	"adj"	-1.0
"mundanely"	"adv"	-1.0
"municipal"	"adj"	0.0
"municipality"	"n"	0.0
"munificence"	"n"	0.0
"munificent"	"adj"	2.0
"munitions"	"n"	0.0
"mural"	"adj"	0.0
"muralist"	"n"	0.0
"murder"	"v"	-3.0
"murderer"	"n"	-2.0
"murderess"	"n"	-2.0
"murderous"	"adj"	-2.0
"murderously"	"adv"	-2.0
"murk"	"v"	0.0
"murkily"	"adv"	-1.0
"murkiness"	"n"	-1.0
"murky"	"adj"	-1.0
"murmur"	"v"	0.0
"muscatel"	"n"	0.0
"muscle"	"v"	0.0
"muscle-bound"	"adj"	0.0
"muscular"	"adj"	0.0
"muscularity"	"n"	0.0
"musculature"	"n"	0.0
"muse"	"v"	0.0
"museum"	"n"	0.0
"mush"	"v"	0.0
"mushroom"	"v"	0.0
"mushy"	"adj"	-1.0
"music"	"n"	0.0
"musical"	"adj"	2.0
"musically"	"adv"	0.0
"musician"	"n"	0.0
"musicologist"	"n"	0.0
"musicology"	"n"	0.0
"musk"	"n"	0.0
"musket"	"n"	0.0
"musketeer"	"n"	0.0
"muskiness"	"n"	0.0
"muskmelon"	"n"	0.0
"muskrat"	"n"	0.0
"musky"	"adj"	0.0
"muslim"	"adj"	0.0
"muslin"	"n"	0.0
"muss"	"v"	0.0
"mussel"	"n"	0.0
"mussy"	"adj"	-1.0
"must"	"adj"	0.0
"mustache"	"n"	0.0
"mustang"	"n"	0.0
"mustard"	"n"	0.0
"muster"	"v"	0.0
"mustiness"	"n"	-1.0
"musty"	"adj"	-1.0
"mutability"	"n"	0.0
"mutable"	"adj"	0.0
"mutant"	"adj"	-2.0
"mutate"	"v"	0.0
"mutation"	"n"	-1.0
"mute"	"adj"	-1.0
"mute"	"v"	0.0
"mutely"	"adv"	0.0
"muteness"	"n"	-1.0
"mutilate"	"v"	-2.0
"mutilation"	"n"	-2.0
"mutineer"	"n"	-2.0
"mutinous"	"adj"	-2.0
"mutiny"	"v"	-2.0
"mutt"	"n"	0.0
"mutter"	"v"	0.0
"mutton"	"n"	0.0
"mutual"	"adj"	0.0
"mutually"	"adv"	0.0
"muumuu"	"n"	0.0
"muzzle"	"v"	0.0
"my"	"n"	0.0
"myna"	"n"	0.0
"mynah"	"n"	0.0
"myopia"	"n"	0.0
"myopic"	"adj"	-1.0
"myriad"	"adj"	0.0
"myrrh"	"n"	0.0
"myrtle"	"n"	0.0
"myself"	"n"	0.0
"mysterious"	"adj"	0.0
"mysteriously"	"adv"	0.0
"mysteriousness"	"n"	0.0
"mystery"	"n"	0.0
"mystic"	"adj"	0.0
"mystical"	"adj"	0.0
"mystically"	"adv"	0.0
"mysticism"	"n"	0.0
"mystification"	"n"	0.0
"mystify"	"v"	-1.0
"mystique"	"n"	0.0
"myth"	"n"	0.0
"mythical"	"adj"	0.0
"mythological"	"adj"	0.0
"mythology"	"n"	0.0
"n"	"n"	0.0
"n."	"n"	0.0
"nab"	"v"	0.0
"nabob"	"n"	0.0
"nachos"	"n"	0.0
"nadir"	"n"	-1.0
"nag"	"v"	-1.0
"naiad"	"n"	0.0
"nail"	"v"	0.0
"naive"	"adj"	-2.0
"naively"	"adv"	-2.0
"naivete"	"n"	-2.0
"naked"	"adj"	0.0
"nakedly"	"adv"	0.0
"nakedness"	"n"	0.0
"namby-pamby"	"adj"	-2.0
"name"	"v"	0.0
"nameless"	"adj"	0.0
"namely"	"adv"	0.0
"namesake"	"n"	0.0
"nanny"	"n"	0.0
"nanosecond"	"n"	0.0
"nap"	"v"	0.0
"napalm"	"n"	0.0
"nape"	"n"	0.0
"naphtha"	"n"	0.0
"napkin"	"n"	0.0
"narc"	"n"	0.0
"narcissi"	"n"	-1.0
"narcissism"	"n"	-2.0
"narcissist"	"n"	-2.0
"narcissistic"	"adj"	-2.0
"narcissus"	"n"	-1.0
"narcosis"	"n"	-1.0
"narcotic"	"adj"	-1.0
"nark"	"v"	-1.0
"narrate"	"v"	0.0
"narration"	"n"	0.0
"narrative"	"adj"	0.0
"narrator"	"n"	0.0
"narrow"	"adj"	-1.0
"narrow"	"v"	0.0
"narrowly"	"adv"	0.0
"narrow-minded"	"adj"	-2.0
"narrowness"	"n"	0.0
"narwhal"	"n"	0.0
"nary"	"adj"	0.0
"nasal"	"adj"	0.0
"nasally"	"adv"	0.0
"nascent"	"adj"	0.0
"nastily"	"adv"	-2.0
"nastiness"	"n"	-2.0
"nasturtium"	"n"	0.0
"nasty"	"adj"	-2.0
"natal"	"adj"	0.0
"nation"	"n"	0.0
"national"	"adj"	0.0
"nationalism"	"n"	0.0
"nationalist"	"adj"	0.0
"nationalistic"	"adj"	0.0
"nationality"	"n"	0.0
"nationalization"	"n"	0.0
"nationalize"	"v"	0.0
"nationally"	"adv"	0.0
"nationwide"	"adj"	0.0
"nationwide"	"adv"	0.0
"native"	"adj"	0.0
"nativity"	"n"	0.0
"natl."	"n"	0.0
"nattily"	"adv"	1.0
"natty"	"adj"	0.0
"natural"	"adj"	1.0
"naturalism"	"n"	0.0
"naturalist"	"n"	0.0
"naturalistic"	"adj"	2.0
"naturalization"	"n"	0.0
"naturalize"	"v"	0.0
"naturally"	"adv"	0.0
"naturalness"	"n"	1.0
"nature"	"n"	0.0
"naught"	"n"	-1.0
"naughtily"	"adv"	-1.0
"naughtiness"	"n"	-1.0
"naughty"	"adj"	-2.0
"nausea"	"n"	-2.0
"nauseate"	"v"	-2.0
"nauseatingly"	"adv"	-2.0
"nauseous"	"adj"	-1.0
"nautical"	"adj"	0.0
"nautically"	"adv"	0.0
"nautili"	"n"	0.0
"nautilus"	"n"	0.0
"naval"	"adj"	0.0
"nave"	"n"	0.0
"navel"	"n"	0.0
"navigability"	"n"	0.0
"navigable"	"adj"	1.0
"navigate"	"v"	0.0
"navigation"	"n"	0.0
"navigator"	"n"	0.0
"navy"	"n"	0.0
"nay"	"adv"	-1.0
"naysayer"	"n"	-1.0
"nazi"	"adj"	-2.0
"neanderthal"	"adj"	0.0
"neapolitan"	"adj"	0.0
"near"	"adj"	0.0
"near"	"adv"	0.0
"near"	"v"	0.0
"nearby"	"adj"	0.0
"nearby"	"adv"	0.0
"nearly"	"adv"	0.0
"nearness"	"n"	0.0
"nearsighted"	"adj"	-1.0
"nearsightedness"	"n"	0.0
"neat"	"adj"	2.0
"neath"	"n"	0.0
"neatly"	"adv"	1.0
"neatness"	"n"	2.0
"nebula"	"n"	0.0
"nebulae"	"n"	0.0
"nebular"	"adj"	0.0
"nebulous"	"adj"	-1.0
"necessarily"	"adv"	0.0
"necessary"	"adj"	0.0
"necessitate"	"v"	0.0
"necessity"	"n"	0.0
"neck"	"n"	0.0
"neckerchief"	"n"	0.0
"necklace"	"n"	0.0
"neckline"	"n"	0.0
"necktie"	"n"	0.0
"necromancer"	"n"	-2.0
"necromancy"	"n"	-2.0
"nectar"	"n"	0.0
"nectarine"	"n"	0.0
"nee"	"adj"	0.0
"need"	"v"	0.0
"needful"	"adj"	-1.0
"neediness"	"n"	-2.0
"needle"	"v"	-1.0
"needlepoint"	"n"	0.0
"needless"	"adj"	-2.0
"needlessly"	"adv"	-2.0
"needlework"	"n"	0.0
"needs"	"adv"	0.0
"needy"	"adj"	-2.0
"ne'er"	"adv"	0.0
"nefarious"	"adj"	-2.0
"nefariously"	"adv"	-2.0
"negate"	"v"	-1.0
"negation"	"n"	-1.0
"negative"	"adj"	-2.0
"negatively"	"adv"	-2.0
"neglect"	"v"	-2.0
"neglectful"	"adj"	-2.0
"neglectfully"	"adv"	-2.0
"negligee"	"n"	0.0
"negligence"	"n"	-2.0
"negligent"	"adj"	-2.0
"negligently"	"adv"	-2.0
"negligible"	"adj"	0.0
"negotiable"	"adj"	1.0
"negotiate"	"v"	0.0
"negotiation"	"n"	0.0
"negotiator"	"n"	0.0
"negro"	"adj"	0.0
"negroid"	"adj"	0.0
"neigh"	"v"	0.0
"neighbor"	"v"	0.0
"neighborhood"	"n"	0.0
"neighboring"	"adj"	0.0
"neighborliness"	"n"	2.0
"neighborly"	"adj"	2.0
"neither"	"adj"	0.0
"nematode"	"n"	0.0
"nemeses"	"n"	-2.0
"nemesis"	"n"	-2.0
"neoclassic"	"adj"	0.0
"neoclassical"	"adj"	0.0
"neolithic"	"adj"	0.0
"neologism"	"n"	0.0
"neon"	"n"	0.0
"neonatal"	"adj"	0.0
"neophyte"	"n"	0.0
"neoprene"	"n"	0.0
"nephew"	"n"	0.0
"nepotism"	"n"	-2.0
"neptunium"	"n"	0.0
"nerd"	"n"	-1.0
"nerdy"	"adj"	-1.0
"nerve"	"n"	0.0
"nerveless"	"adj"	-1.0
"nerve-racking"	"adj"	-2.0
"nerves"	"n"	-1.0
"nerve-wracking"	"adj"	-2.0
"nervous"	"adj"	-1.0
"nervously"	"adv"	-1.0
"nervousness"	"n"	-1.0
"nervy"	"adj"	-1.0
"nest"	"v"	0.0
"nestle"	"v"	0.0
"nestling"	"n"	0.0
"net"	"adj"	0.0
"net"	"v"	0.0
"nether"	"adj"	-1.0
"nethermost"	"adj"	-1.0
"netting"	"n"	0.0
"nettle"	"v"	-2.0
"nettlesome"	"adj"	-2.0
"network"	"v"	0.0
"networking"	"n"	0.0
"neural"	"adj"	0.0
"neuralgia"	"n"	-2.0
"neuralgic"	"adj"	-1.0
"neuritis"	"n"	-2.0
"neurological"	"adj"	0.0
"neurologist"	"n"	0.0
"neurology"	"n"	0.0
"neuron"	"n"	0.0
"neuroses"	"n"	0.0
"neurosis"	"n"	-1.0
"neurotic"	"adj"	-1.0
"neurotically"	"adv"	-1.0
"neuter"	"adj"	0.0
"neuter"	"v"	0.0
"neutral"	"adj"	0.0
"neutrality"	"n"	0.0
"neutralization"	"n"	0.0
"neutralize"	"v"	0.0
"neutralizer"	"n"	0.0
"neutrino"	"n"	0.0
"neutron"	"n"	0.0
"never"	"adv"	0.0
"nevermore"	"adv"	-1.0
"nevertheless"	"adv"	0.0
"new"	"adj"	0.0
"new"	"adv"	2.0
"newborn"	"adj"	0.0
"newcomer"	"n"	0.0
"newel"	"n"	0.0
"newfangled"	"adj"	0.0
"newly"	"adv"	0.0
"newlywed"	"adj"	0.0
"newness"	"n"	0.0
"news"	"n"	0.0
"newsboy"	"n"	0.0
"newscast"	"n"	0.0
"newscaster"	"n"	0.0
"newsletter"	"n"	0.0
"newsman"	"n"	0.0
"newspaper"	"n"	0.0
"newspaperman"	"n"	0.0
"newsprint"	"n"	0.0
"newsreel"	"n"	0.0
"newsstand"	"n"	0.0
"newsworthy"	"adj"	1.0
"newsy"	"adj"	0.0
"newt"	"n"	0.0
"newton"	"n"	0.0
"next"	"adj"	0.0
"next"	"adv"	0.0
"nexus"	"n"	0.0
"niacin"	"n"	0.0
"nib"	"n"	0.0
"nibble"	"v"	0.0
"nice"	"adj"	2.0
"nicely"	"adv"	2.0
"niceness"	"n"	2.0
"nicety"	"n"	0.0
"niche"	"n"	0.0
"nick"	"v"	-1.0
"nickel"	"v"	0.0
"nickname"	"v"	0.0
"nicotine"	"n"	0.0
"niece"	"n"	0.0
"nifty"	"adj"	2.0
"nigerian"	"adj"	0.0
"niggardliness"	"n"	-2.0
"niggardly"	"adj"	-2.0
"nigger"	"n"	-2.0
"niggling"	"adj"	-1.0
"nigh"	"adj"	0.0
"nigh"	"adv"	0.0
"night"	"n"	0.0
"nightcap"	"n"	0.0
"nightclothes"	"n"	0.0
"nightclub"	"n"	0.0
"nightfall"	"n"	0.0
"nightgown"	"n"	0.0
"nighthawk"	"n"	0.0
"nightie"	"n"	0.0
"nightingale"	"n"	0.0
"nightlife"	"n"	0.0
"nightly"	"adj"	0.0
"nightly"	"adv"	0.0
"nightmare"	"n"	-2.0
"nightmarish"	"adj"	-2.0
"nightshade"	"n"	0.0
"nightshirt"	"n"	0.0
"nightstick"	"n"	0.0
"nighttime"	"n"	0.0
"nihilism"	"n"	-1.0
"nihilist"	"n"	-1.0
"nihilistic"	"adj"	-2.0
"nil"	"n"	0.0
"nimbi"	"n"	0.0
"nimble"	"adj"	1.0
"nimbleness"	"n"	2.0
"nimbly"	"adv"	1.0
"nimbus"	"n"	0.0
"nincompoop"	"n"	-1.0
"nine"	"adj"	0.0
"ninepins"	"n"	0.0
"nineteen"	"adj"	0.0
"nineteenth"	"adj"	0.0
"ninetieth"	"adj"	0.0
"ninety"	"adj"	0.0
"ninny"	"n"	-1.0
"ninth"	"adj"	0.0
"nip"	"v"	0.0
"nipper"	"n"	0.0
"nipple"	"n"	0.0
"nippy"	"adj"	0.0
"nirvana"	"n"	2.0
"nit"	"n"	0.0
"niter"	"n"	0.0
"nitpick"	"v"	-2.0
"nitpicker"	"n"	-1.0
"nitrate"	"v"	0.0
"nitrogen"	"n"	0.0
"nitroglycerin"	"n"	0.0
"nitroglycerine"	"n"	0.0
"nitwit"	"n"	-2.0
"nix"	"v"	0.0
"no"	"adj"	-2.0
"no"	"adv"	0.0
"no."	"n"	0.0
"nobility"	"n"	1.0
"noble"	"adj"	2.0
"nobleman"	"n"	0.0
"nobleness"	"n"	1.0
"noblewoman"	"n"	0.0
"nobly"	"adv"	2.0
"nobody"	"n"	-1.0
"nocturnal"	"adj"	0.0
"nocturnally"	"adv"	0.0
"nocturne"	"n"	0.0
"nod"	"v"	0.0
"node"	"n"	0.0
"nodular"	"adj"	0.0
"nodule"	"n"	0.0
"noggin"	"n"	0.0
"no-good"	"adj"	-2.0
"noise"	"v"	0.0
"noiseless"	"adj"	0.0
"noiselessly"	"adv"	1.0
"noisemaker"	"n"	0.0
"noisily"	"adv"	-1.0
"noisiness"	"n"	-1.0
"noisome"	"adj"	-2.0
"noisy"	"adj"	-1.0
"nomad"	"n"	0.0
"nomadic"	"adj"	0.0
"nomenclature"	"n"	0.0
"nominal"	"adj"	0.0
"nominally"	"adv"	0.0
"nominate"	"v"	0.0
"nomination"	"n"	0.0
"nominative"	"adj"	0.0
"nominee"	"n"	0.0
"nonagenarian"	"adj"	0.0
"nonalcoholic"	"adj"	0.0
"nonaligned"	"adj"	0.0
"nonbeliever"	"n"	0.0
"nonce"	"n"	0.0
"nonchalance"	"n"	0.0
"nonchalant"	"adj"	-1.0
"nonchalantly"	"adv"	0.0
"noncom"	"n"	0.0
"noncombatant"	"adj"	0.0
"noncommittal"	"adj"	-1.0
"noncommittally"	"adv"	0.0
"noncompetitive"	"adj"	0.0
"noncompliance"	"n"	-1.0
"nonconductor"	"adj"	0.0
"nonconformist"	"adj"	0.0
"nonconformity"	"n"	0.0
"noncooperation"	"n"	-2.0
"nondairy"	"adj"	0.0
"nondeductible"	"adj"	0.0
"nondenominational"	"adj"	0.0
"nondescript"	"adj"	-1.0
"none"	"adj"	0.0
"none"	"adv"	0.0
"nonentity"	"n"	0.0
"nonessential"	"adj"	0.0
"nonetheless"	"adv"	0.0
"nonevent"	"n"	0.0
"nonexempt"	"adj"	0.0
"nonexistence"	"n"	0.0
"nonexistent"	"adj"	-1.0
"nonfat"	"adj"	0.0
"nonfatal"	"adj"	1.0
"nonfiction"	"n"	0.0
"nonflammable"	"adj"	0.0
"nonhazardous"	"adj"	0.0
"noninterference"	"n"	0.0
"nonintervention"	"n"	0.0
"nonjudgmental"	"adj"	2.0
"nonmalignant"	"adj"	0.0
"nonmember"	"n"	0.0
"nonnegotiable"	"adj"	0.0
"no-nonsense"	"adj"	0.0
"nonpareil"	"adj"	0.0
"nonpartisan"	"adj"	2.0
"nonpayment"	"n"	-1.0
"nonplus"	"v"	0.0
"nonpoisonous"	"adj"	1.0
"nonpolitical"	"adj"	0.0
"nonpolluting"	"adj"	0.0
"nonprescription"	"adj"	0.0
"nonprofessional"	"adj"	-1.0
"nonprofit"	"adj"	1.0
"nonproliferation"	"n"	0.0
"nonrefillable"	"adj"	0.0
"nonrefundable"	"adj"	0.0
"nonrenewable"	"adj"	-1.0
"nonrepresentational"	"adj"	0.0
"nonresident"	"adj"	0.0
"nonrestrictive"	"adj"	0.0
"nonreturnable"	"adj"	0.0
"nonscheduled"	"adj"	0.0
"nonsectarian"	"adj"	0.0
"nonsense"	"adj"	-2.0
"nonsensical"	"adj"	-1.0
"nonsensically"	"adv"	-1.0
"nonsexist"	"adj"	0.0
"nonskid"	"adj"	1.0
"nonsmoker"	"n"	0.0
"nonsmoking"	"adj"	0.0
"nonstandard"	"adj"	0.0
"nonstick"	"adj"	0.0
"nonstop"	"adj"	0.0
"nonstop"	"adv"	0.0
"nonsupport"	"n"	-1.0
"nontaxable"	"adj"	1.0
"nontoxic"	"adj"	1.0
"nontransferable"	"adj"	0.0
"nonunion"	"adj"	0.0
"nonverbal"	"adj"	0.0
"nonviolence"	"n"	2.0
"nonviolent"	"adj"	1.0
"nonvoting"	"adj"	0.0
"nonwhite"	"adj"	0.0
"noodle"	"n"	0.0
"nook"	"n"	0.0
"noon"	"n"	0.0
"noonday"	"n"	0.0
"noose"	"v"	0.0
"nope"	"n"	0.0
"nor"	"conj"	0.0
"nordic"	"adj"	0.0
"norm"	"n"	0.0
"normal"	"adj"	1.0
"normalcy"	"n"	0.0
"normality"	"n"	0.0
"normalization"	"n"	0.0
"normalize"	"v"	0.0
"normally"	"adv"	0.0
"norman"	"adj"	0.0
"normative"	"adj"	0.0
"norse"	"adj"	0.0
"north"	"adj"	0.0
"north"	"adv"	0.0
"northbound"	"adj"	0.0
"northeast"	"adj"	0.0
"northeast"	"adv"	0.0
"northeaster"	"n"	0.0
"northeasterly"	"adj"	0.0
"northeastern"	"adj"	0.0
"northerly"	"adj"	0.0
"northerly"	"adv"	0.0
"northern"	"adj"	0.0
"northerner"	"n"	0.0
"northernmost"	"adj"	0.0
"northward"	"adj"	0.0
"northward"	"adv"	0.0
"northwards"	"adv"	0.0
"northwest"	"adj"	0.0
"northwest"	"adv"	0.0
"northwesterly"	"adj"	0.0
"northwestern"	"adj"	0.0
"norwegian"	"adj"	0.0
"nos."	"n"	0.0
"nose"	"v"	0.0
"nosebleed"	"n"	-1.0
"nosedive"	"v"	-1.0
"nosegay"	"n"	0.0
"nosey"	"adj"	-2.0
"nosiness"	"n"	-2.0
"nostalgia"	"n"	0.0
"nostalgic"	"adj"	0.0
"nostalgically"	"adv"	2.0
"nostril"	"n"	0.0
"nostrum"	"n"	0.0
"nosy"	"adj"	-2.0
"not"	"adv"	0.0
"notable"	"adj"	2.0
"notably"	"adv"	0.0
"notarize"	"v"	0.0
"notary"	"n"	0.0
"notation"	"n"	0.0
"notch"	"v"	0.0
"note"	"v"	0.0
"notebook"	"n"	0.0
"noted"	"adj"	0.0
"noteworthy"	"adj"	1.0
"nothing"	"adv"	-1.0
"nothingness"	"n"	0.0
"notice"	"v"	0.0
"noticeable"	"adj"	0.0
"noticeably"	"adv"	0.0
"notification"	"n"	0.0
"notify"	"v"	0.0
"notion"	"n"	0.0
"notional"	"adj"	0.0
"notions"	"n"	0.0
"notoriety"	"n"	-2.0
"notorious"	"adj"	-2.0
"notoriously"	"adv"	-2.0
"notwithstanding"	"adv"	0.0
"nougat"	"n"	0.0
"nought"	"n"	-1.0
"noun"	"n"	0.0
"nourish"	"v"	1.0
"nourishing"	"adj"	2.0
"nourishment"	"n"	1.0
"nova"	"n"	0.0
"novae"	"n"	0.0
"novel"	"adj"	1.0
"novelette"	"n"	0.0
"novelist"	"n"	0.0
"novella"	"n"	0.0
"novelty"	"n"	0.0
"novice"	"n"	0.0
"novitiate"	"n"	0.0
"now"	"adv"	0.0
"nowadays"	"adv"	0.0
"noway"	"adv"	0.0
"nowhere"	"adv"	-1.0
"no-win"	"adj"	-2.0
"nowise"	"adv"	0.0
"noxious"	"adj"	-2.0
"nozzle"	"n"	0.0
"nth"	"adj"	0.0
"nuance"	"n"	0.0
"nub"	"n"	0.0
"nubile"	"adj"	1.0
"nuclear"	"adj"	0.0
"nuclei"	"n"	0.0
"nucleus"	"n"	0.0
"nude"	"adj"	0.0
"nudge"	"v"	0.0
"nudism"	"n"	0.0
"nudist"	"n"	0.0
"nudity"	"n"	0.0
"nugget"	"n"	0.0
"nuisance"	"n"	-2.0
"nuke"	"v"	-2.0
"null"	"adj"	-1.0
"nullification"	"n"	0.0
"nullify"	"v"	0.0
"numb"	"adj"	-2.0
"numb"	"v"	0.0
"number"	"v"	0.0
"numberless"	"adj"	0.0
"numbly"	"adv"	-1.0
"numbness"	"n"	0.0
"numbskull"	"n"	-2.0
"numeral"	"adj"	0.0
"numerate"	"adj"	0.0
"numerate"	"v"	0.0
"numerator"	"n"	0.0
"numerical"	"adj"	0.0
"numerically"	"adv"	0.0
"numerology"	"n"	0.0
"numerous"	"adj"	0.0
"numismatics"	"n"	0.0
"numismatist"	"n"	0.0
"numskull"	"n"	-2.0
"nun"	"n"	0.0
"nuncio"	"n"	0.0
"nunnery"	"n"	0.0
"nuptial"	"adj"	0.0
"nuptials"	"n"	0.0
"nurse"	"v"	0.0
"nursemaid"	"n"	0.0
"nursery"	"n"	0.0
"nurseryman"	"n"	0.0
"nurture"	"v"	1.0
"nut"	"v"	0.0
"nutcracker"	"n"	0.0
"nuthatch"	"n"	0.0
"nutmeg"	"n"	0.0
"nutria"	"n"	0.0
"nutrient"	"n"	0.0
"nutriment"	"n"	0.0
"nutrition"	"n"	0.0
"nutritional"	"adj"	2.0
"nutritionally"	"adv"	0.0
"nutritious"	"adj"	2.0
"nutritive"	"adj"	1.0
"nuts"	"adj"	-1.0
"nutshell"	"n"	0.0
"nuttiness"	"n"	0.0
"nutty"	"adj"	-1.0
"nuzzle"	"v"	1.0
"nylon"	"n"	0.0
"nylons"	"n"	0.0
"nymph"	"n"	0.0
"nymphomania"	"n"	-2.0
"nymphomaniac"	"adj"	-2.0
"o"	"n"	0.0
"oaf"	"n"	-2.0
"oafish"	"adj"	-1.0
"oak"	"n"	0.0
"oaken"	"adj"	0.0
"oakum"	"n"	0.0
"oar"	"n"	0.0
"oarlock"	"n"	0.0
"oarsman"	"n"	0.0
"oases"	"n"	0.0
"oasis"	"n"	2.0
"oat"	"n"	0.0
"oath"	"n"	0.0
"oatmeal"	"n"	0.0
"oats"	"n"	0.0
"obduracy"	"n"	-1.0
"obdurate"	"adj"	-1.0
"obedience"	"n"	2.0
"obedient"	"adj"	2.0
"obediently"	"adv"	1.0
"obeisance"	"n"	0.0
"obelisk"	"n"	0.0
"obese"	"adj"	-2.0
"obesity"	"n"	-1.0
"obey"	"v"	0.0
"obfuscate"	"v"	-1.0
"obfuscation"	"n"	-2.0
"obituary"	"n"	0.0
"obj."	"n"	0.0
"object"	"v"	-1.0
"objection"	"n"	-1.0
"objectionable"	"adj"	-2.0
"objective"	"adj"	1.0
"objectively"	"adv"	1.0
"objectivity"	"n"	2.0
"objector"	"n"	0.0
"obligate"	"adj"	-1.0
"obligate"	"v"	-1.0
"obligation"	"n"	0.0
"obligatory"	"n"	0.0
"oblige"	"v"	0.0
"obliging"	"adj"	1.0
"obligingly"	"adv"	1.0
"oblique"	"adj"	0.0
"obliquely"	"adv"	0.0
"obliterate"	"adj"	-2.0
"obliterate"	"v"	-2.0
"obliteration"	"n"	0.0
"oblivion"	"n"	-1.0
"oblivious"	"adj"	-1.0
"obliviousness"	"n"	0.0
"oblong"	"adj"	0.0
"obloquy"	"n"	-2.0
"obnoxious"	"adj"	-2.0
"obnoxiously"	"adv"	-2.0
"oboe"	"n"	0.0
"oboist"	"n"	0.0
"obscene"	"adj"	-2.0
"obscenely"	"adv"	-2.0
"obscenity"	"n"	-2.0
"obscure"	"adj"	-1.0
"obscure"	"v"	-1.0
"obscurely"	"adv"	0.0
"obscurity"	"n"	0.0
"obsequious"	"adj"	-2.0
"obsequiously"	"adv"	-1.0
"observable"	"adj"	0.0
"observably"	"adv"	0.0
"observance"	"n"	0.0
"observant"	"adj"	1.0
"observantly"	"adv"	1.0
"observation"	"n"	0.0
"observatory"	"n"	0.0
"observe"	"v"	0.0
"observer"	"n"	0.0
"obsess"	"v"	-2.0
"obsession"	"n"	-1.0
"obsessive"	"adj"	-1.0
"obsessively"	"adv"	-2.0
"obsidian"	"n"	0.0
"obsolescence"	"n"	-1.0
"obsolescent"	"adj"	-1.0
"obsolete"	"adj"	-1.0
"obstacle"	"n"	-1.0
"obstetric"	"adj"	0.0
"obstetrician"	"n"	0.0
"obstetrics"	"n"	0.0
"obstinacy"	"n"	-1.0
"obstinate"	"adj"	-1.0
"obstinately"	"adv"	-2.0
"obstreperous"	"adj"	-2.0
"obstruct"	"v"	-2.0
"obstruction"	"n"	-1.0
"obstructionist"	"n"	-2.0
"obstructive"	"adj"	-2.0
"obtain"	"v"	0.0
"obtainable"	"adj"	1.0
"obtrude"	"v"	-1.0
"obtrusive"	"adj"	-1.0
"obtrusively"	"adv"	-2.0
"obtrusiveness"	"n"	-1.0
"obtuse"	"adj"	-2.0
"obtusely"	"adv"	-2.0
"obtuseness"	"n"	-2.0
"obverse"	"n"	0.0
"obviate"	"v"	0.0
"obvious"	"adj"	0.0
"obviously"	"adv"	0.0
"obviousness"	"n"	0.0
"ocarina"	"n"	0.0
"occasion"	"v"	0.0
"occasional"	"adj"	0.0
"occasionally"	"adv"	0.0
"occidental"	"adj"	0.0
"occlude"	"v"	0.0
"occult"	"adj"	-2.0
"occult"	"v"	0.0
"occupancy"	"n"	0.0
"occupant"	"n"	0.0
